"img";"title";"attributes";"sub_title"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT162-copy.png";"Мушкетер";"<p> Стихия: Нейтральная </p><p>Стоимость: 2</p><p>Здоровье: 3</p><p>Простой удар: 1</p><br><img alt= src=http://hobbygames.ru/image/data/Берсерк/tappf.png style=width: 13px; height: 13px;>:<strong> Выстрел</strong> на 1.<br/> +2 к выстрелам по горным персонажам. При выстреле по горному персонажу он теряет <strong>Броню.</strong></img>";""
"https://berserk.ru/image/data/Берсерк/dark-538-copy.png";"Падальщик";"<p> Стихия: Тьма </p><p>Стоимость: 2</p><p>Здоровье: 3</p><p>Простой удар: 0</p><br><strong>Найм: </strong>Замешайте существо с кладбища в колоду, удар<strong>Падальщика</strong>становится равен удару этого существа.<br/>(<em>Найм срабатывает, когда эта карта входит в игру.</em>)";""
"https://berserk.ru/image/data/Берсерк/BH10_CARDS9.png";"Кровожадность";"<p> Стихия: Степи </p><p>Стоимость: 0</p><br><strong>Ярость.</strong><br/>Положите<strong>Х эффектов усиления</strong>на существо.<br/>Это заклинание нельзя оплатить монетами(<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>). </img>";""
"https://berserk.ru/image/cards/card-91067.jpg";"Отобрать оружие";"<p> Стихия: Леса </p><p>Стоимость: 1</p><br>Удар выбранного существа становится равен 0.";"Глаз за глаз, зуб за зуб."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT186-copy.png";"Укротитель тьмы";"<p> Стихия: Нейтральная </p><p>Стоимость: 4</p><p>Здоровье: 5</p><p>Простой удар: 3</p><br><strong>Рывок.<br/> Направленный удар </strong>по темным существам.";""
"https://berserk.ru/image/cards/card-92388.jpg";"Инога";"<p> Стихия: Болота </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 1</p><br><img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/50332_symbols title=Поворот width=15>: Закройте выбранное существо. </img>";"Она пойдет на все, чтобы усыпить твою бдительностьГильермо"
"https://berserk.ru/image/cards/card-91069.jpg";"Буканьер";"<p> Стихия: Нейтральная </p><p>Стоимость: 2</p><p>Здоровье: 1</p><p>Простой удар: 2</p><br><strong>Найм: Выстрел</strong>на Х, где Х – число<strong>Буканьеров</strong>в игре.";"«На абордаж, канальи!»"
"https://berserk.ru/image/cards/card-87444.jpg";"Федаин";"<p> Стихия: Нейтральная </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 2</p><br>Рывок.<br/>Гибель: Выбранное существо получает Рывок.";"Настанет день, когда патриархи дадут койару задание, что завершится его смертью"
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_187 копия.png";"Тиамат";"<p> Стихия: Нейтральная </p><p>Стоимость: 30</p><br><div> В вашей колоде могут быть </div><div> любые карты, на которых </div><div> упоминаются <strong>драконы</strong>. </div><div><em>(Не считая художественного текста)</em>.</div>";""
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_64 копия.png";"Заклинатель воды";"<p> Стихия: Леса </p><p>Стоимость: 6</p><p>Здоровье: 6</p><p>Простой удар: 5</p><br><div> 5 <img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>: Откройте все ваши <img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>. </img></img></div><div> </div>";"	Чары, сотворившие Воды Памяти, позволят запечатлеть 	в них и нашу Песнь."
"https://berserk.ru/image/cards/card-87200.jpg";"Гном-механик";"<p> Стихия: Горы </p><p>Стоимость: 4</p><p>Здоровье: 5</p><p>Простой удар: 5</p><br>";"Подкрутить тут, смазать здесь и поддать пару!"
"https://berserk.ru/image/data/Берсерк/gorii-517-copy.png";"Гном-исследователь";"<p> Стихия: Горы </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br><strong>Найм:</strong>Ваше следующее заклинание стоит на 2<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf.png style=width: 13px; height: 13px;> дешевле.<br/> (<em>Найм срабатывает, когда эта карта входит в игру.</em>) </img>";"Вставляем реликвию А в отверстие Б..."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards189-copy.png";"Трансморф";"<p> Стихия: Нейтральная </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br><strong>Модуль.</strong><br/>Это существо обладает всеми классами существ.";"Порхает как бабочка, мурчит как жряк."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards28_optimized.png";"Умбор";"<p> Стихия: Степи </p><p>Стоимость: 6</p><p>Здоровье: 6</p><p>Простой удар: 8</p><br><strong>Умбор </strong>имеет -2 к удару за каждое ваше существо, которое атаковало ударом в этот ход.";""
"https://berserk.ru/image/data/Берсерк/gorii-522-copy.png";"Из клинка - арсенал";"<p> Стихия: Горы </p><p>Стоимость: 2</p><br>Выберите одно из: - Существо получает<strong> Броню 2. </strong><br/>- Заплатите 3<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>, при этом каждое ваше существо получают <strong>Броню 2. </strong><br/> (<em>Броня Х предотвращает первые Х ран от ударов и выстрелов каждый ход.</em>) </img>";""
"https://berserk.ru/image/cards/card-87246.jpg";"Раскат грома";"<p> Стихия: Горы </p><p>Стоимость: 1</p><br>Ранить выбранное существо на 3.";"Раскаты грома дробят на части терзаемые бурей небеса."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards83-copy.png";"Симфония фей";"<p> Стихия: Леса </p><p>Стоимость: 1</p><br><strong>Излечить</strong>персонажа на 2.<br/>Если это существо с ударом 6 или более,<strong>излечить</strong>его на 4 вместо этого.";"Волшебная мелодия цветов дарует блаженное упоение."
"https://berserk.ru/image/data/Берсерк/swamp-534-copy.png";"Отчаянный рывок";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br><strong>Отчаянный рывок</strong>может быть в колоде любого героя<strong>-разбойника.</strong><br/>Получите дополнительный ход; в конце этого дополнительного хода вы проигрываете.";"Это наш самый последний шанс!"
"https://berserk.ru/image/data/Берсерк/BH10_CARDS97.png";"Отправиться на поиски";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br><strong>Поиск</strong>- болотная карта. Вы можете сбросить<strong>Попутный ветер</strong>, при этом повторите это заклинание.";""
"https://berserk.ru/image/data/Берсерк/swamp-541-copy.png";"Тайновязь";"<p> Стихия: Болота </p><p>Стоимость: 2</p><br>Орда (<em>может быть до 5 копий этой карты в колоде</em>).<br/>Возьмите карту.<br/>Возьмите карту за каждую другую карту<strong>Тайновязь</strong>на вашем кладбище.";""
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_45 копия.png";"Пойманный дракон";"<p> Стихия: Горы </p><p>Стоимость: 5</p><p>Здоровье: 4</p><p>Простой удар: 4</p><br><div><strong>Кладка</strong>. </div><div><strong>Найм</strong>: <strong>Пойманный дракон добывает</strong> все карты поддержки.</div><div> </div>";"Усмирить дракона – не легче, чем поймать. "
"https://berserk.ru/image/cards/card-92590.jpg";"Обрекающий";"<p> Стихия: Степи </p><p>Стоимость: 2</p><p>Здоровье: 3</p><p>Простой удар: 1</p><br><img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/50332_symbols title=Поворот width=15>: Выбранное существо получает Уязвимость. </img>";"Обречет ли на гибель иль спасен на то лишь его воля."
"https://berserk.ru/image/cards/card-87318.jpg";"Бич нежити";"<p> Стихия: Нейтральная </p><p>Стоимость: 2</p><p>Здоровье: 2</p><p>Простой удар: 2</p><br>Защита от атак темных карт.";"Молитва укрепит сердце и руки, сжимающие меч."
"https://berserk.ru/image/cards/card-92300.jpg";"Вольный отряд";"<p> Стихия: Степи </p><p>Стоимость: 7</p><p>Здоровье: 6</p><p>Простой удар: 6</p><br><strong>Авангард 5</strong>";"Вольные отряды думают только о том,чтобы вести привычную жизнькраж и разбоев в опутсошенной стране."
"https://berserk.ru/image/cards/card-87363.jpg";"Дух Эллиона";"<p> Стихия: Нейтральная </p><p>Стоимость: 1</p><p>Здоровье: 4</p><p>Простой удар: 3</p><br>Найм: Потеряйте 1<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/87793_symbols title=Кристалл width=15/>";"Алчность подчас имеет большую власть, нежели смерть."
"https://berserk.ru/image/cards/card-95270.jpg";"Замыкание";"<p> Стихия: Горы </p><p>Стоимость: 4</p><br>Выбранный игрок теряет 1<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/91510_symbols title=Монета width=15>. Ранить выбранное существо на 3. </img>";"Снега севера жадно пьют горячую кровь."
"https://berserk.ru/image/data/Берсерк/stepi22copy.png";"Серия ударов";"<p> Стихия: Степи </p><p>Стоимость: 2</p><br>Ранить существо на 3.<br/>Если герой противника получал раны от ударов в этот ход, ранить этого героя на 3.";"«Принцип прост – продолжай наносить удары, пока он еще жив»."
"https://berserk.ru/image/data/Берсерк/_105.png";"Создать возможность";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br><strong>Поместите 3 Попутных ветра</strong>в вашу колоду.<br/>Вы можете сбросить<strong>Попутный ветер</strong>, при этом повторите это заклинание.";""
"https://berserk.ru/image/cards/card-87164.jpg";"Эльф-всадник";"<p> Стихия: Леса </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 1</p><br><img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/50332_symbols title=Поворот width=15>: Выстрел на 2. </img>";"Меж биением серда и меж ударом копыт выпускаю я стрелу."
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_193 копия.png";"Яйцо";"<p> Стихия: Нейтральная </p><p>Стоимость: 1</p><p>Здоровье: 2</p><p>Простой удар: 0</p><br><div><strong>Созданный. </strong></div><div> Не может атаковать и выступать защитником. </div><div> В начале каждого хода положите <img alt= id=no src=https://hobbygames.ru/image/data/Берсерк/11 сет/эффект созревания.png style=width: 13px; height: 15px;> на <strong>Яйцо</strong>. </img></div><div> Вы можете разыграть добытую Яйцом карту на 1 <img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;> дешевле за каждый <img alt= id=no src=https://hobbygames.ru/image/data/Берсерк/11 сет/эффект созревания.png style=width: 13px; height: 15px;/>, при этом уничтожьте это <strong>Яйцо</strong>.</img></div>";""
"https://berserk.ru/image/cards/card-87595.jpg";"Дахут";"<p> Стихия: Болота </p><p>Стоимость: 3</p><p>Здоровье: 3</p><p>Простой удар: 2</p><br>Найм: Верните выбранное существо в руку владельца.";"Ты плохой! - верещало с дерева странное создание."
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards25-copy.png";"Поиск слабости";"<p> Стихия: Степи </p><p>Стоимость: 1</p><br>Существо получает<br/><strong>Уязвимость</strong>до конца хода. Возьмите карту.";"У Ордена повсюду есть глаза."
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_112 копия.png";"Сфера искажения";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br><div> Выберите одно из:</div><div> • Поиск – болотная карта;</div><div> • Поиск – любая карта </div><div> в дополнительной колоде.</div>";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards154-copy.png";"Время вспять";"<p> Стихия: Нейтральная </p><p>Стоимость: 0</p><br>Замешайте Х карт с любого кладбища в колоду владельца.<strong>Излечите</strong>вашего героя на Х.";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards145_optimized.png";"Убить невинного";"<p> Стихия: Тьма </p><p>Стоимость: 3</p><br>Уничтожьте существо,<strong>поместите Чёрную метку</strong>в вашу колоду.";"Бессмертие не далось мне просто так.Фоб"
"https://berserk.ru/image/data/Берсерк/11 сет/BH11_85 копия.png";"Чащоба Ельховища";"<p> Стихия: Леса </p><p>Стоимость: 4</p><br><div> Существа в вашей руке имеют: «Когда противник объявляет атаку, <strong>Засада 2 </strong><img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>, при этом в конце хода положите это существо </img></div><div> в вашу руку.»</div>";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards42_optimized.png";"Крейд-Моор";"<p> Стихия: Горы </p><p>Стоимость: 3</p><br>Существа стоят на 2<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;> дороже. </img>";""
"https://berserk.ru/image/data/Берсерк/lesa-528-copy.png";"Подготовка лучников";"<p> Стихия: Леса </p><p>Стоимость: 2</p><br>Выберите одно из:<br/>- Существо получает « ТАП:<strong>Выстрел</strong>на 2».<br/>- Каждое существо противника теряют<strong>защиту от выстрелов.</strong>";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards144_optimized.png";"Проклятая труба";"<p> Стихия: Тьма </p><p>Стоимость: 2</p><br>В конце хода, если вы получали раны в этот ход, вы можете посмотреть 2 верхних карты колоды противника, вы можете положить их обратно в любом порядке";""
"https://berserk.ru/image/cards/card-95850.jpg";"Ядовитая греза";"<p> Стихия: Болота </p><p>Стоимость: 2</p><br>Следующие 3 существа противника, которые входят вигру, получают<strong>Отравление 1.</strong>";"Путник, прилегшй отдохнуть в болотах Ракитольна, может и не открыть глаз."
"https://berserk.ru/image/data/Берсерк/BerserkHer/stepi10-copy.png";"Дружина хазгов";"<p> Стихия: Степи </p><p>Стоимость: 4</p><p>Здоровье: 4</p><p>Простой удар: 4</p><br><span 1:2,2:\u0422\u0410\u041f= 2:15167,3:{1:0},4:{1:2,2:13421772},5:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},6:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},7:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},8:{1:[{1:2,2:0,5:{1:2,2:0}},{1:0,2:0,3:3},{1:1,2:0,4:1}]},11:4,12:0,14:{1:2,2:3355443},15:arial,16:10}= 3= := \n\u0420\u044b\u0432\u043e\u043a,= \n\u0432= \u0420\u0430\u0437\u044b\u0433\u0440\u0430\u0439\u0442\u0435= \u0431\u0435\u0441\u043f\u043b\u0430\u0442\u043d\u043e= \u0432= \u0432\u043e\u0437\u0432\u0440\u0430\u0449\u0430\u0435\u0442\u0441\u044f= \u0438= \u0438\u043b\u0438= \u043a\u043e\u043d\u0446\u0435= \u043c\u0435\u043d\u0435\u0435,= \u043e\u043d\u043e= \u043f\u043e\u043b\u0443\u0447\u0430\u0435\u0442= \u0440\u0443\u043a\u0443.}= \u0441\u0443\u0449\u0435\u0441\u0442\u0432\u043e\n\u0441\u0442\u043e\u0438\u043c\u043e\u0441\u0442\u044c\u044e= \u0445\u043e\u0434\u0430= data-sheets-userformat={ data-sheets-value={ style=font-size:100%;font-family:Arial;color:#333333;><img alt= src=http://hobbygames.ru/image/data/Берсерк/BerserkHer/tappf.png style=width: 12px; height: 12px;>: Разыграйте бесплатно существо<br/> стоимостью 3<img alt= src=http://hobbygames.ru/image/data/Берсерк/coin1.png style=height: 15px; width: 15px;> или менее, оно получает<br/><strong>Рывок</strong>, и в конце хода возвращается<br/> в руку.</img></img></span>";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT207-copy.png";"Мик";"<p> Стихия: Степи </p><p>Здоровье: 26</p><br>3<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;><img alt= src=http://hobbygames.ru/image/data/Берсерк/tappf.png style=width: 13px; height: 13px;> :<strong>Создайте Модуль атаки,</strong> или<strong> Модуль подвижности.</strong><br/> Ваши механизмы имеют: «<strong>Гибель: </strong>ранить героя противника на 1» </img></img>";""
"https://berserk.ru/image/cards/card-87573.jpg";"Безумие";"<p> Стихия: Болота </p><p>Стоимость: 3</p><br>Нанести урон выбранному существу, равный его удару.";"Нет врага опаснее безумца. Но трижды он опасне, будучи другом."
"https://berserk.ru/image/data/Берсерк/swamp-55-copy.png";"Аярд";"<p> Стихия: Болота </p><p>Стоимость: 1</p><p>Здоровье: 3</p><p>Простой удар: 3</p><br><p><strong>Найм: </strong>Закройте <strong>Аярда </strong>(<em>Найм срабатывает, когда эта карта входит в игру</em>).<br/> 1<img alt= src=http://hobbygames.ru/image/data/Берсерк/pray_02.png style=width: 13px; height: 13px;>: Откройте <strong>Аярда.</strong><br/><strong>Аярд </strong>открывается только своими способностями.</img></p><p><img alt= id=no src=http://hobbygames.ru/image/data/Берсерк/wC8U1sCk0Y4.jpg style=width: 400px; height: 384px;/></p>";""
"https://berserk.ru/image/cards/card-95394.jpg";"Лазурный эльм";"<p> Стихия: Леса </p><p>Стоимость: 1</p><p>Здоровье: 1</p><p>Простой удар: 2</p><br>Когда герой противника действует, возродите<strong>Лазурного эльма</strong>(эта особенность действует на кладбище).";"Все племена эльмов поклоняются владыке леса - Вейде."
"https://berserk.ru/image/data/Берсерк/gorii-57-copy.png";"Буревестник";"<p> Стихия: Горы </p><p>Стоимость: 1</p><p>Здоровье: 2</p><p>Простой удар: 1</p><br><strong>Буревестник </strong>получает +1 к удару, когда вы получаете<img alt= src=http://hobbygames.ru/image/data/Берсерк/pray_02.png style=width: 13px; height: 13px;> (<em>жетон молитвы</em>). </img>";""
"https://berserk.ru/image/data/Берсерк/_11315.png";"Котолак";"<p> Стихия: Тьма </p><p>Стоимость: 3</p><p>Здоровье: 1</p><p>Простой удар: 4</p><br>Вместо оплаты стоимости<strong>Котолака </strong>вы можете снять 4 раны с героя противника (это считается<strong>излечением</strong>).";""
"https://berserk.ru/image/data/Берсерк/dark-542-copy.png";"Притаившаяся погибель";"<p> Стихия: Тьма </p><p>Стоимость: 5</p><br>Уничтожьте каждое существо, стоимость которого меньше или равна количеству ваших<strong>скрытых</strong>существ.";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-7_cards-PRINT149-copy.png";"Дейма";"<p> Стихия: Нейтральная </p><p>Стоимость: 6</p><p>Здоровье: 4</p><p>Простой удар: 5</p><br>Найм: Оглушите существо.";"«Старый добрый молот ещё никогда не подводил. Будь то череп или шестеренки.»"
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-9_cards96_optimized.png";"Гхурт-скиталец";"<p> Стихия: Болота </p><p>Стоимость: 4</p><p>Здоровье: 2</p><p>Простой удар: 3</p><br><strong>Найм: </strong>Закройте существо противника; если в вашей руке 6 или более карт, вы можете положить его в руку владельца.";""
"https://berserk.ru/image/data/Берсерк/Berserk_Heroes_set-8_cards199-copy.png";"Нити судьбы";"<p> Стихия: Горы Леса </p><p>Стоимость: 2</p><br>Покажите верхнюю карту вашей колоды; вы можете разыграть ее на 4<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;> дешевле, иначе возьмите ее в руку. </img>";"Будущее нельзя узреть, его можно только построить."
"https://berserk.ru/image/data/Берсерк/stepi5_copy.png";"Воительница Аккении";"<p> Стихия: Степи </p><p>Стоимость: 2</p><p>Здоровье: 1</p><p>Простой удар: 4</p><br><strong>Найм:</strong>Закройте существо с<strong>Уязвимостью.</strong>";"Малейшая брешь в обороне обернется поражением."
"https://berserk.ru/image/data/Берсерк/dark-512-copy.png";"Выпить жизнь";"<p> Стихия: Тьма </p><p>Стоимость: 2</p><br><strong>Орда</strong>(может быть до 5 копий этой карты в колоде).<br/>Ранить персонажа на 1 и излечить вашего героя на 1 за каждую<strong> Выпить жизнь</strong>на вашем кладбище (<em>включая эту карту</em>).";""
"https://berserk.ru/image/data/Берсерк/BH10_CARDS89.png";"Гроссер";"<p> Стихия: Болота </p><p>Стоимость: 5</p><p>Здоровье: 6</p><p>Простой удар: 5</p><br>Каждый раз, когда вы перемешиваете вашу колоду, удар ваших существ становится равен их начальным жизням до конца ход";""
"https://berserk.ru/image/cards/card-92306.jpg";"Несокрушимый отряд";"<p> Стихия: Степи </p><p>Стоимость: 6</p><p>Здоровье: 4</p><p>Простой удар: 3</p><br><strong>Авнгард 4,Авангард 3, Авангард 2.</strong>";"Даже неистовая ярость орков разобьется о несокрушимую стену щитов."
"https://berserk.ru/image/cards/card-95808.jpg";"Обелиск топей";"<p> Стихия: Болота </p><p>Стоимость: 4</p><br>В начале вашегохода можете заплатить 1<img align=absmiddle border=0 height=15 src=http://berserk.ru/dic_images/91510_symbols title=Монета width=15>, при этом <strong>создайте Элементаля воды.</strong></img>";"Туман оседал на камне, собираясь в дрожищие шарики влаги."
"https://berserk.ru/image/cards/card-87305.jpg";"Архивариус Храма";"<p> Стихия: Нейтральная </p><p>Стоимость: 6</p><p>Здоровье: 6</p><p>Простой удар: 3</p><br>Найм: Поиск -<strong>событие</strong>или<strong>местность</strong>; вы можете разыграть эту карту бесплатно до конца хода.";"Рукописи не горят.В отличие от ведьм."
"https://berserk.ru/image/data/Берсерк/BH10_CARDS1631.png";"Дух игры";"<p> Стихия: Болота Тьма </p><p>Стоимость: 4</p><p>Здоровье: 5</p><p>Простой удар: 3</p><br>Каждый раз, когда противник перемешивает свою колоду, положите<strong>эффект победы </strong>на вашего героя.<br/>Если у вас есть 7<strong>эффетов победы</strong>, вы выигрываете игру.";""
"https://berserk.ru/image/data/Берсерк/adventure_heroes_2_3.png";"Баголай";"<p> Стихия: Леса </p><p>Здоровье: 24</p><br>1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;><img alt= src=http://hobbygames.ru/image/data/Берсерк/tappf.png style=width: 13px; height: 13px;>: Игрок получает 1 закрытую <img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;/> до конца своего следующего хода. <br/> 4<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;/><img alt= src=http://hobbygames.ru/image/data/Берсерк/tappf.png style=width: 13px; height: 13px;/>: Игрок получает 2 закрытые <img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;/> до конца своего следующего хода. </img></img>";""
"https://berserk.ru/image/data/Берсерк/BH10_CARDS194.png";"Веринг";"<p> Стихия: Горы </p><p>Здоровье: 26</p><br>1<img alt= src=http://hobbygames.ru/image/data/Берсерк/goldpf1.png style=width: 13px; height: 13px;>, сбросьте заклинания: <strong>Поиск - заклинание</strong> стоимостью на 1 больше стоимости сброшенной карты.<br/>Когда вы сбрасываете <strong>попутный ветер</strong>, возьмите карту. </img>";""
